PROJEKT;PROJEKT_EJER_KONTOR
804402;23
844130;1
844130;1
844130;1
844130;1
844130;1
844130;1
844130;1
844130;1
844130;1
882210;15
882210;15
882210;15
882210;15
892501;23
892501;23
892502;23
892502;23
892504;23
892504;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
892505;23
